Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,,,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,,,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,,,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,,,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,,,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,,,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,,,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,,,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,,,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,,,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,,,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp
11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/6/2019,1.134,106.118,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,1.766,103.138,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,1.128,101.645,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,0.079,102.431,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,-0.056,100.014,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,0.511,100.253,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,0.735,104.998,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/6/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4
11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/7/2019,1.184,105.892,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,1.835,102.773,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,1.165,101.477,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,0.097,102.39,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,-0.059,100.015,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,0.538,100.192,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,0.777,104.851,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/7/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4
11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,11/8/2019,1.174,105.932,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,1.818,102.863,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,1.167,101.467,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,0.089,102.398,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,-0.043,100.012,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,0.537,100.194,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,0.77,104.87,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4,,11/8/2019,,,113.7,0.036614599,0.067857838,0.089935117,0.115115372,HY4
11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/11/2019,1.175,105.926,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,1.836,102.767,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,1.168,101.461,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,0.094,102.386,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,-0.035,100.01,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,0.552,100.161,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,0.778,104.839,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/11/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4
11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/12/2019,1.167,105.956,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,1.831,102.79,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,1.172,101.443,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,0.081,102.4,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,-0.026,100.008,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,0.555,100.155,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,0.776,104.841,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/12/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4
11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/13/2019,1.144,106.047,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,1.806,102.918,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,1.131,101.624,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,0.081,102.396,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,-0.043,100.012,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,0.54,100.187,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,0.762,104.882,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/13/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4
11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/14/2019,1.122,106.129,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,1.778,103.064,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,1.111,101.712,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,0.075,102.391,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,-0.034,100.01,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,0.526,100.217,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,0.744,104.926,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/14/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4
11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,11/15/2019,1.131,106.087,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,1.798,102.957,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,1.112,101.705,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,0.087,102.369,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,-0.022,100.007,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,0.54,100.186,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,0.757,104.881,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4,,11/15/2019,,,114.3,0.034447732,0.06439375,0.085734565,0.11032568,HY4
11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/18/2019,1.143,106.035,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,1.806,102.914,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,1.077,101.863,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,0.094,102.355,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,-0.01,100.005,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,0.53,100.209,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,0.749,104.9,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/18/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4
11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/19/2019,1.147,106.011,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,1.816,102.859,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,1.051,101.977,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,0.082,102.367,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,-0.011,100.005,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,0.527,100.215,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,0.75,104.894,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/19/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4
11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/20/2019,1.156,105.973,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,1.825,102.81,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,1.044,102.005,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,0.075,102.373,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,-0.006,100.004,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,0.53,100.209,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,0.762,104.852,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/20/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4
11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/21/2019,1.177,105.87,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,1.858,102.634,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,1.054,101.959,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,0.09,102.338,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,-0.018,100.007,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,0.543,100.178,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,0.789,104.755,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/21/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4
11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,11/22/2019,1.154,105.965,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,1.831,102.772,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,1.037,102.03,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,0.071,102.36,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,-0.027,100.008,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,0.536,100.193,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,0.778,104.784,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4,,11/22/2019,,,116.5,0.035052373,0.065351405,0.086890128,0.111643654,HY4
11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,11/25/2019,1.162,105.927,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,1.842,102.718,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,0.994,102.223,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,0.068,102.36,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,-0.03,100.009,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,0.535,100.195,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,0.779,104.779,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4,,11/25/2019,,,117.7,0.031500236,0.059895044,0.0803475,0.10427693,HY4
