Start Date,1/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,11/15/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,ELOFR 6 03/22/2029 REGS Corp,,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,ELOFR 4.875 12/08/2028 REGS Corp,,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,ELOFR 2.875 01/29/2026 REGS Corp,,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,ELOFR 3.25 07/23/2027 REGS Corp,,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,ELOFR 2.625 01/30/2024 REGS Corp,,,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,ELOFR 2.375 04/25/2025 REGS Corp,,,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,ELOFR 1.5 06/03/2024 REGS Corp,,,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,ELOFR 0 05/26/2028 Corp,,,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,ELOFR 0 07/10/2030 Corp,,,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,ELOFR 0 07/09/2027 Corp,,,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,ELOFR 0 07/10/2025 Corp,,,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,ELOFR 1.75 04/23/2021 REGS Corp,,,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,ELOFR 0 02/01/2020 REGS Corp,,,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,ELOFR 0.625 02/07/2022 REGS Corp,,,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,ELOFR 2.375 12/12/2022 REGS Corp,,,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp,ELOFR 0 07/10/2023 Corp
12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/24/2020,0.703,110.812,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/24/2020,0.85,115.254,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/24/2020,0.34,107.007,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,0.495,108.017,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,0.244,104.28,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,-0.36,100.667,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,4.742,99.987,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,-0.395,100.911,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,-0.328,105.305,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/24/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4
12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/25/2020,0.703,110.812,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/25/2020,0.85,115.254,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,12/25/2020,0.34,107.007,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,0.495,108.017,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,0.244,104.28,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,-0.36,100.667,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,4.742,99.987,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,-0.395,100.911,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,-0.328,105.305,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4,,12/25/2020,,,120.8,0.026949626,0.052695517,0.071555939,0.09414577,HY4
12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/28/2020,0.683,110.913,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/28/2020,0.823,115.44,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/28/2020,0.338,107.006,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,0.474,108.106,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,0.237,104.304,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,-0.347,100.657,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,4.742,99.987,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,-0.395,100.911,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,-0.31,105.262,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/28/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4
12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/29/2020,0.681,110.917,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/29/2020,0.812,115.505,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/29/2020,0.319,107.062,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,0.474,108.098,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,0.235,104.31,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,-0.27,100.627,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,4.742,99.987,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,-0.395,100.911,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,-0.337,105.309,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/29/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4
12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/30/2020,0.679,110.905,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/30/2020,0.815,115.465,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/30/2020,0.336,106.98,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,0.48,108.051,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,0.231,104.309,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,-0.218,100.589,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,4.742,99.987,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,-0.395,100.911,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,-0.333,105.271,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/30/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4
12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/31/2020,0.68,110.891,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/31/2020,0.818,115.438,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,12/31/2020,0.338,106.969,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,0.473,108.077,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,0.231,104.308,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,-0.296,100.607,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,4.742,99.987,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,-0.395,100.911,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,-0.339,105.276,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,12/31/2020,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4
1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,1/1/2021,0.68,110.891,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,1/1/2021,0.818,115.438,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,1/1/2021,0.338,106.969,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,0.473,108.077,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,0.231,104.308,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,-0.296,100.607,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,4.742,99.987,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,-0.395,100.911,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,-0.339,105.276,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4,,1/1/2021,,,122.9,0.030211661,0.057831326,0.07781161,0.101348371,HY4
1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/4/2021,0.628,111.16,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/4/2021,0.758,115.848,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/4/2021,0.317,107.029,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,0.447,108.191,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,0.219,104.343,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,-0.298,100.602,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,4.742,99.987,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,-0.395,100.911,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,-0.323,105.236,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/4/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4
1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/5/2021,0.618,111.209,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/5/2021,0.734,116.007,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/5/2021,0.321,107.01,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,0.447,108.184,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,0.217,104.347,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,-0.283,100.592,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,4.742,99.987,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,-0.395,100.911,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,-0.323,105.229,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/5/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4
1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/6/2021,0.592,111.34,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/6/2021,0.699,116.239,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/6/2021,0.318,107.014,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,0.436,108.229,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,0.218,104.34,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,-0.336,100.602,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,4.742,99.987,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,-0.395,100.911,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,-0.314,105.203,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/6/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4
1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/7/2021,0.561,111.489,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/7/2021,0.674,116.399,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/7/2021,0.306,107.035,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,0.418,108.293,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,0.252,104.213,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,-0.313,100.578,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,4.742,99.987,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,-0.395,100.911,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,-0.325,105.204,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/7/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4
1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/8/2021,0.556,111.506,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/8/2021,0.661,116.481,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,1/8/2021,0.31,107.016,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,0.418,108.286,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,0.257,104.193,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,-0.333,100.578,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,4.742,99.987,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,-0.395,100.911,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,-0.323,105.192,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4,,1/8/2021,,,121.6,0.02938092,0.056499021,0.07617766,0.09946072,HY4
1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/11/2021,0.553,111.518,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/11/2021,0.645,116.585,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/11/2021,0.303,107.032,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,0.42,108.274,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,0.26,104.179,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,-0.317,100.568,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,4.742,99.987,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,-0.395,100.911,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,-0.323,105.184,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/11/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4
1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/12/2021,0.578,111.381,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/12/2021,0.67,116.405,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,1/12/2021,0.309,107.005,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,0.438,108.187,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,0.278,104.112,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,-0.323,100.564,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,4.742,99.987,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,-0.395,100.911,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,-0.317,105.165,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4,,1/12/2021,,,121.8,0.027992504,0.054375555,0.073623008,0.096553798,HY4
